,index,member,thickness,lithology,facies,grade,features,sample_name,sample_height,sample_facies,sample_features,facies_simplified,sample_facies_simplified,trace_facies_simplified,sample_lith,trace_facies,d13c_carb,d18o_carb,Li_umol_molCa,Na_mmol_molCa,Mg_mmol_molCa,Al_mmol_molCa,K_mmol_molCa,V_umol_molCa,Mn_mmol_molCa,Fe_mmol_molCa,Rb_umol_molCa,Sr_mmol_molCa,Th_umol_molCa,U_umol_molCa,sample_height_scaled
334,McKale Creek,WMM,10.2,limestone,ls mudstone[sandstone],,sulfides,C16_203.3,203.3,ls mudstone,sulfides,ls mudstone,ls mudstone,ls mudstone,ls,ls mudstone,-4.112238407,-16.64539528,3.785719815,0.632647698,17.82888399,0.089472655,0.354052381,0.022587403,0.623406168,8.808424523,1.142551542,4.817176331,0.002704113,0.095675198,203.3
335,McKale Creek,WMM,2.7,limestone,ls mudstone,,,C16_204.3,204.3,sandy grainstone,sulfides,ls mudstone,sandy limestone,sandy limestone,sandy ls,sandy grainstone,-4.074716568,-16.81881332,2.157099975,0.402743242,17.79359157,0.070497006,0.285574833,0.086921441,0.677113855,8.225123199,0.053958917,4.736042806,0.017395031,0.087064837,204.3
336,McKale Creek,WMM,24.5,limestone,sandstone[ls mudstone],,,C16_205.3,205.3,ls mudstone,,carbonate cemented siltstone,ls mudstone,,ls,,-4.183737278,-16.58078575,,,,,,,,,,,,,205.3
337,McKale Creek,WMM,1.2,siliciclastic,sandstone,,,C16_206.3,206.3,ls mudstone,,sandstone,ls mudstone,ls mudstone,ls,ls mudstone,-4.089812756,-16.55751038,3.328662068,0.175151884,15.28038845,0.034740207,0.443353631,-0.065954066,0.483813531,5.035895732,0.086043941,4.913996242,0.001737215,0.035636294,206.3
338,McKale Creek,WMM,1.4,limestone,carbonate clast breccia,,ICT,C16_207.3,207.3,ls mudstone,,carbonate breccia,ls mudstone,,ls,,-3.784263611,-16.74081421,,,,,,,,,,,,,207.3
339,McKale Creek,WMM,13.3,siliciclastic,sandstone,,,C16_208.3,208.3,limestone cemented sandstone,,sandstone,sandy limestone,sandy limestone,sandy ls,limestone cemented sandstone,-4.598834991,-16.13644028,2.678196911,0.369140576,11.96663184,0.124325041,0.426779364,-0.055456354,1.2993494,5.099220957,0.079797372,2.500787357,0.027433907,0.110736983,208.3
340,McKale Creek,WMM,4.1,limestone,ls mudstone,,ICT,C16_210.0,210.0,limestone cemented sandstone,,ls mudstone,sandy limestone,sandy limestone,sandy ls,limestone cemented sandstone,-4.772856236,-17.13969231,5.305188066,0.288061522,18.73779933,0.264811959,-0.332478201,-0.023835858,2.51101124,12.05505829,0.879271012,3.774721083,0.106865413,0.107000781,210.0
341,McKale Creek,WMM,0.8,limestone,carbonate clast breccia,,ICT,C16_213.8,213.8,ls mudstone,sulfides,carbonate breccia,ls mudstone,,ls,,-5.178019047,-17.01806259,,,,,,,,,,,,,213.8
342,McKale Creek,WMM,4.6,limestone,sandstone[ls mudstone],,,C16_221.5,221.5,ls mudstone,,carbonate cemented siltstone,ls mudstone,ls mudstone,ls,ls mudstone,-5.229438305,-17.73403549,2.704751207,0.31061214,19.65387553,0.047774038,0.303422196,0.126133342,1.599339424,9.17491625,0.05962205,3.634041677,0.005289354,0.090296007,221.5
343,McKale Creek,WMM,8.3,limestone,sandstone[ls mudstone],,,C16_228.0,228.0,limestone cemented sandstone,,carbonate cemented siltstone,sandy limestone,,sandy ls,,-4.196372986,-17.97195816,,,,,,,,,,,,,228.0
344,McKale Creek,WMM,0.4,limestone,carbonate clast breccia,,,C16_229.0,229.0,ls mudstone,,carbonate breccia,ls mudstone,ls mudstone,ls,ls mudstone,-3.487021923,-17.39315033,3.456099615,0.080186575,18.80203813,0.043727289,0.20797341,0.117467273,0.566793587,2.639856798,0.035123941,3.410328799,0.008982099,0.181619689,229.0
345,McKale Creek,WMM,9.4,siliciclastic,sandstone,,,C16_230.0,230.0,ls mudstone,,sandstone,ls mudstone,,ls,,-3.664592743,-17.56307411,,,,,,,,,,,,,230.0
346,McKale Creek,WMM,6.0,siliciclastic,mudstone,,,C16_231.0,231.0,ls mudstone,,mudstone,ls mudstone,ls mudstone,ls,ls mudstone,-3.727679014,-17.41398048,2.386931301,0.17190365,18.5602624,0.029425791,-0.171427926,-0.00573106,0.510227429,7.381594676,0.333989035,3.311748436,0.000518103,0.11312547,231.0
347,McKale Creek,WMM,0.7,siliciclastic,sandstone,,,C16_232.0,232.0,ls mudstone,,sandstone,ls mudstone,ls mudstone,ls,ls mudstone,-3.676147461,-18.00538826,5.242221415,0.190816874,18.89231322,0.064323467,0.425985472,0.02731831,0.532066147,4.496223488,0.083595766,3.708879571,0.003220381,0.182282696,232.0
348,McKale Creek,WMM,0.6,siliciclastic,pebble conglomerate,,scours,C16_233.0,233.0,grainstone,,conglomerate,grainstone,,ls,,-3.720675945,-19.59428406,,,,,,,,,,,,,233.0
349,McKale Creek,WMM,0.4,siliciclastic,sandstone,,,C16_234.0,234.0,ls mudstone,,sandstone,ls mudstone,ls mudstone,ls,ls mudstone,-3.695813656,-17.55757141,2.527297175,0.09406236,19.30432347,0.025741867,0.190763795,1.16e-06,0.479987436,5.625566015,0.029805281,3.751639312,0.002139689,0.115051529,234.0
350,McKale Creek,WMM,0.6,siliciclastic,pebble conglomerate,,,C16_234.5,234.5,ls mudstone,,conglomerate,ls mudstone,,ls,,-3.994728088,-17.52662468,,,,,,,,,,,,,234.5
351,McKale Creek,WMM,20.0,siliciclastic,sandstone,,,C16_251.4,251.4,sandy grainstone,sulfides,sandstone,sandy limestone,sandy limestone,sandy ls,sandy grainstone,-2.891256571,-17.44952393,5.016870154,0.21614328,19.34798096,0.226096909,0.589869297,0.022073954,0.762886954,8.075388382,0.115830762,2.2877682,0.072655224,0.053780692,251.4
352,McKale Creek,WMM,,,,,,C16_252.4,252.4,sandy grainstone,,,sandy limestone,sandy limestone,sandy ls,sandy grainstone,-2.726565361,-17.20454788,1.564020646,0.028528012,11.6008766,0.047303826,-0.806832711,-0.051173037,0.536842959,3.416613688,0.001328609,2.403429072,0.003367008,0.096523598,252.4
353,McKale Creek,WMM,,,,,,C16_254.2,254.2,limestone cemented sandstone,,,sandy limestone,sandy limestone,sandy ls,limestone cemented sandstone,-2.710965872,-17.57505989,56.42961491,1.728019092,20.52488604,2.335810054,6.020451203,0.329438498,1.511571591,8.327166271,1.335400016,2.252117951,0.335316074,0.159397638,254.2
354,McKale Creek,WMM,,,,,,C16_255.2,255.2,limestone cemented sandstone,,,sandy limestone,sandy limestone,sandy ls,limestone cemented sandstone,-2.786670208,-17.68947029,28.30243937,0.797780857,20.83867232,0.902381205,2.711636883,0.189192054,1.542885267,8.551713931,0.559474009,2.219164907,0.148720091,0.171483498,255.2
355,McKale Creek,WMM,,,,,,C16_255.9,255.9,wackestone,,,wackestone,wackestone,ls,wackestone,-2.424179077,-17.55496216,9.789506002,0.741651946,18.48012305,0.345498919,1.183512377,0.026086088,1.315604298,7.260174976,0.261816937,2.137423206,0.038902569,0.279774832,255.9
356,McKale Creek,WMM,,,,,,C16_258.6,258.6,ls mudstone,,,ls mudstone,ls mudstone,ls,ls mudstone,0.049881458,-17.12997437,24.74688696,1.265619207,20.10524328,0.166853592,0.526706402,0.024555665,3.470509598,9.84770871,0.103467496,1.873960138,0.011968505,0.288394116,258.6
357,McKale Creek,WMM,,,,,,C16_259.6,259.6,limestone cemented siltstone,,,sandy limestone,sandy limestone,sandy ls,limestone cemented siltstone,-0.443353176,-17.21959496,33.17548544,2.556466313,17.52841151,0.802398536,2.324135054,0.06649342,4.859870203,16.56680185,0.49134737,1.802964366,0.091078149,0.072884738,259.6
358,McKale Creek,WMM,,,,,,C16_269.0,269.0,limestone cemented sandstone,,,sandy limestone,sandy limestone,sandy ls,limestone cemented sandstone,-2.039587259,-15.69561863,12.1042449,1.657199077,9.549709423,0.831913252,5.921687588,-0.034813256,6.383137064,5.804450535,7.61363987,1.145598,0.256086134,0.215892034,269.0
359,McKale Creek,WMM,,,,,,C16_269.3,269.3,limestone cemented sandstone,,,sandy limestone,sandy limestone,sandy ls,limestone cemented sandstone,-3.6118083,-15.80901909,11.54346626,0.695331523,10.83799907,0.583056037,5.407160944,0.086024735,1.323501599,0.004010353,1.055859827,0.179876131,0.046437994,1.417465197,269.3
